1,2,3,4,5,2,3
10853,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,indifferent,06-01-2021 06:34,neutral,20
10854,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,want,03-08-2020 03:18,positive,70
10855,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,love,17-11-2020 18:02,positive,65
10856,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,hate,07-05-2021 17:26,negative,5
10857,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,cherish,19-06-2020 02:11,positive,70
10858,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,dislike,17-06-2021 21:53,negative,10
10859,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,super love,11-06-2021 01:12,positive,75
10860,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,want,24-03-2021 15:45,positive,70
10861,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,hate,14-09-2020 01:49,negative,5
10862,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,worried,24-05-2021 13:13,negative,12
10863,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,intrigued,29-03-2021 01:47,positive,45
10864,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,peeking,25-11-2020 00:03,neutral,35
10865,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,cherish,11-04-2021 19:47,positive,70
10866,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,interested,27-06-2020 09:47,positive,30
10867,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,heart,04-06-2021 04:02,positive,60
10868,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,peeking,01-10-2020 15:27,neutral,35
10869,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,cherish,30-06-2020 04:56,positive,70
10870,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,like,13-04-2021 18:01,positive,50
10871,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,cherish,09-10-2020 11:00,positive,70
10872,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,hate,19-12-2020 16:32,negative,5
10873,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,adore,24-01-2021 20:00,positive,72
10874,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,dislike,07-10-2020 03:06,negative,10
10875,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,intrigued,08-05-2021 16:06,positive,45
10876,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,animals,love,18-08-2020 07:50,positive,65
10877,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,intrigued,02-09-2020 02:42,positive,45
10878,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,want,09-09-2020 05:00,positive,70
10879,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,like,08-12-2020 03:03,positive,50
10880,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,want,20-11-2020 17:55,positive,70
10881,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,dislike,26-12-2020 17:41,negative,10
10882,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,disgust,14-11-2020 08:52,negative,0
10883,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,super love,30-10-2020 06:21,positive,75
10884,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,hate,05-12-2020 21:35,negative,5
10885,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,intrigued,22-07-2020 23:03,positive,45
10886,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,indifferent,07-09-2020 09:38,neutral,20
10887,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,super love,06-02-2021 02:10,positive,75
10888,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,heart,24-04-2021 08:18,positive,60
10889,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,adore,08-11-2020 05:28,positive,72
10890,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,love,05-12-2020 15:52,positive,65
10891,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,interested,24-09-2020 03:45,positive,30
10892,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,cherish,26-08-2020 00:31,positive,70
10893,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,disgust,13-09-2020 04:01,negative,0
10894,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,heart,22-05-2021 05:11,positive,60
10895,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,cherish,21-08-2020 17:59,positive,70
10896,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,love,08-08-2020 12:45,positive,65
10897,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,scared,22-10-2020 08:45,negative,15
10898,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,heart,04-04-2021 09:57,positive,60
10899,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,super love,29-11-2020 13:01,positive,75
10900,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,indifferent,21-01-2021 15:48,neutral,20
10901,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,peeking,05-08-2020 16:43,neutral,35
10902,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,food,hate,20-01-2021 10:44,negative,5
10903,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,want,15-11-2020 18:14,positive,70
10904,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,hate,09-05-2021 21:24,negative,5
10905,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,like,03-05-2021 07:11,positive,50
10906,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,peeking,03-10-2020 03:13,neutral,35
10907,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,interested,16-01-2021 17:50,positive,30
10908,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,intrigued,28-04-2021 00:25,positive,45
10909,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,peeking,17-07-2020 09:10,neutral,35
10910,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,peeking,29-03-2021 05:41,neutral,35
10911,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,cherish,24-01-2021 06:43,positive,70
10912,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,indifferent,22-01-2021 05:22,neutral,20
10913,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,interested,02-08-2020 02:18,positive,30
10914,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,intrigued,05-01-2021 23:21,positive,45
10915,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,cherish,04-04-2021 00:14,positive,70
10916,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,hate,10-01-2021 02:24,negative,5
10917,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,scared,10-01-2021 01:45,negative,15
10918,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,hate,08-12-2020 02:19,negative,5
10919,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,intrigued,12-01-2021 19:09,positive,45
10920,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,cherish,10-05-2021 09:09,positive,70
10921,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,super love,02-09-2020 15:21,positive,75
10922,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,cherish,11-06-2021 04:38,positive,70
10923,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,scared,16-07-2020 20:31,negative,15
10924,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,worried,20-07-2020 09:15,negative,12
10925,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,peeking,04-07-2020 23:49,neutral,35
10926,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,interested,01-11-2020 00:05,positive,30
10927,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,dislike,26-11-2020 06:49,negative,10
10928,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,interested,29-05-2021 19:09,positive,30
10929,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,indifferent,25-12-2020 16:01,neutral,20
10930,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,super love,11-07-2020 16:09,positive,75
10931,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,love,22-12-2020 11:44,positive,65
10932,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,peeking,16-03-2021 04:59,neutral,35
10933,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,dislike,31-07-2020 00:01,negative,10
10934,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,heart,22-09-2020 10:36,positive,60
10935,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,healthy eating,scared,07-03-2021 22:56,negative,15
10936,ed00f2a0-56a1-41f9-abad-bdcec9c0f610,public speaking,super love,28-02-2021 01:57,positive,75
10937,ed00f2a0-56a1-41f9-abad-bdcec9c0f610,public speaking,hate,22-10-2020 03:12,negative,5
10938,ed00f2a0-56a1-41f9-abad-bdcec9c0f610,public speaking,love,12-06-2021 22:17,positive,65
10939,ed00f2a0-56a1-41f9-abad-bdcec9c0f610,public speaking,want,29-06-2020 12:36,positive,70
10940,ed00f2a0-56a1-41f9-abad-bdcec9c0f610,public speaking,hate,22-07-2020 01:03,negative,5
10941,ed00f2a0-56a1-41f9-abad-bdcec9c0f610,public speaking,cherish,08-07-2020 09:22,positive,70
10942,ed00f2a0-56a1-41f9-abad-bdcec9c0f610,public speaking,indifferent,06-08-2020 02:34,neutral,20
10943,ed00f2a0-56a1-41f9-abad-bdcec9c0f610,public speaking,worried,10-02-2021 00:45,negative,12
10944,ed00f2a0-56a1-41f9-abad-bdcec9c0f610,public speaking,interested,02-03-2021 07:57,positive,30
10945,ed00f2a0-56a1-41f9-abad-bdcec9c0f610,public speaking,want,18-12-2020 13:08,positive,70
10946,ed00f2a0-56a1-41f9-abad-bdcec9c0f610,public speaking,interested,14-03-2021 15:27,positive,30
10947,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,intrigued,07-10-2020 01:18,positive,45
10948,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,like,23-08-2020 16:31,positive,50
10949,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,scared,13-11-2020 18:54,negative,15
10950,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,disgust,18-09-2020 21:45,negative,0
10951,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,love,09-05-2021 00:44,positive,65
10952,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,cherish,10-10-2020 08:09,positive,70
10953,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,cherish,29-11-2020 02:00,positive,70
10954,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,super love,18-01-2021 00:26,positive,75
10955,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,super love,17-05-2021 01:38,positive,75
10956,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,cherish,28-11-2020 14:53,positive,70
10957,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,worried,18-10-2020 04:56,negative,12
10958,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,love,25-01-2021 05:37,positive,65
10959,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,peeking,25-10-2020 02:44,neutral,35
10960,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,disgust,23-04-2021 23:01,negative,0
10961,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,interested,14-02-2021 11:44,positive,30
10962,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,love,11-01-2021 07:34,positive,65
10963,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,peeking,27-04-2021 10:00,neutral,35
10964,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,disgust,17-08-2020 04:08,negative,0
10965,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,indifferent,08-07-2020 16:15,neutral,20
10966,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,scared,28-12-2020 13:11,negative,15
10967,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,interested,04-01-2021 22:26,positive,30
10968,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,indifferent,10-11-2020 16:42,neutral,20
10969,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,want,15-09-2020 18:08,positive,70
10970,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,like,22-07-2020 13:06,positive,50
10971,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,dislike,15-09-2020 08:53,negative,10
10972,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,peeking,08-02-2021 11:00,neutral,35
10973,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,want,09-05-2021 14:10,positive,70
10974,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,worried,09-03-2021 04:23,negative,12
10975,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,adore,10-11-2020 10:04,positive,72
10976,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,super love,06-05-2021 22:52,positive,75
10977,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,scared,05-04-2021 12:30,negative,15
10978,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,want,10-07-2020 19:52,positive,70
10979,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,dislike,16-02-2021 20:35,negative,10
10980,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,hate,30-08-2020 09:40,negative,5
10981,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,heart,11-08-2020 01:06,positive,60
10982,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,adore,05-05-2021 05:11,positive,72
10983,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,want,21-10-2020 12:00,positive,70
10984,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,worried,17-07-2020 22:41,negative,12
10985,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,super love,23-07-2020 00:22,positive,75
10986,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,public speaking,worried,28-03-2021 15:14,negative,12
10987,2e84726a-e69f-44e8-ac0f-c4a31516e342,dogs,indifferent,17-08-2020 18:52,neutral,20
10988,2e84726a-e69f-44e8-ac0f-c4a31516e342,dogs,heart,27-07-2020 13:55,positive,60
10989,2e84726a-e69f-44e8-ac0f-c4a31516e342,dogs,hate,12-06-2021 21:45,negative,5
10990,2e84726a-e69f-44e8-ac0f-c4a31516e342,dogs,adore,23-06-2020 11:24,positive,72
10991,2e84726a-e69f-44e8-ac0f-c4a31516e342,dogs,disgust,11-01-2021 01:36,negative,0
10992,2e84726a-e69f-44e8-ac0f-c4a31516e342,dogs,worried,31-12-2020 13:02,negative,12
10993,2e84726a-e69f-44e8-ac0f-c4a31516e342,dogs,want,31-07-2020 22:47,positive,70
10994,2e84726a-e69f-44e8-ac0f-c4a31516e342,dogs,intrigued,15-02-2021 21:54,positive,45
10995,2e84726a-e69f-44e8-ac0f-c4a31516e342,dogs,super love,18-10-2020 14:40,positive,75
10996,2e84726a-e69f-44e8-ac0f-c4a31516e342,dogs,worried,01-03-2021 08:45,negative,12
10997,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,love,02-01-2021 12:40,positive,65
10998,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,intrigued,15-05-2021 16:39,positive,45
10999,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,adore,21-11-2020 23:26,positive,72
11000,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,peeking,20-01-2021 03:14,neutral,35
11001,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,love,06-10-2020 01:46,positive,65
11002,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,peeking,04-12-2020 03:40,neutral,35
11003,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,hate,06-02-2021 02:55,negative,5
11004,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,hate,28-10-2020 02:03,negative,5
11005,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,peeking,21-07-2020 13:38,neutral,35
11006,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,intrigued,31-10-2020 07:14,positive,45
11007,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,heart,09-09-2020 18:57,positive,60
11008,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,intrigued,01-02-2021 21:12,positive,45
11009,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,want,02-11-2020 19:33,positive,70
11010,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,dislike,02-01-2021 12:15,negative,10
11011,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,like,14-01-2021 07:04,positive,50
11012,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,want,27-02-2021 05:21,positive,70
11013,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,dislike,20-06-2020 03:42,negative,10
11014,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,scared,24-06-2020 21:12,negative,15
11015,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,disgust,01-04-2021 18:44,negative,0
11016,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,scared,12-08-2020 23:38,negative,15
11017,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,super love,10-02-2021 07:27,positive,75
11018,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,disgust,15-03-2021 19:46,negative,0
11019,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,want,16-09-2020 17:21,positive,70
11020,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,intrigued,18-10-2020 20:10,positive,45
11021,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,adore,17-07-2020 09:22,positive,72
11022,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,adore,17-01-2021 07:51,positive,72
11023,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,interested,05-08-2020 04:10,positive,30
11024,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,worried,09-10-2020 18:34,negative,12
11025,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,disgust,16-01-2021 00:17,negative,0
11026,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,disgust,16-12-2020 00:59,negative,0
11027,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,like,18-09-2020 08:51,positive,50
11028,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,intrigued,18-05-2021 23:28,positive,45
11029,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,want,27-05-2021 16:52,positive,70
11030,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,heart,28-08-2020 07:54,positive,60
11031,dd5bd710-bb81-464e-a798-0291b385e883,healthy eating,hate,29-09-2020 18:30,negative,5
11032,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,intrigued,09-11-2020 05:45,positive,45
11033,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,heart,20-08-2020 03:33,positive,60
11034,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,peeking,01-01-2021 20:53,neutral,35
11035,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,disgust,04-06-2021 05:51,negative,0
11036,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,heart,10-05-2021 23:32,positive,60
11037,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,adore,09-09-2020 19:40,positive,72
11038,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,indifferent,17-12-2020 04:03,neutral,20
11039,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,want,13-11-2020 02:27,positive,70
11040,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,super love,21-10-2020 09:32,positive,75
11041,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,disgust,11-03-2021 03:37,negative,0
11042,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,like,27-10-2020 12:38,positive,50
11043,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,scared,02-09-2020 23:53,negative,15
11044,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,scared,19-11-2020 22:02,negative,15
11045,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,interested,14-01-2021 06:55,positive,30
11046,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,peeking,21-06-2020 05:39,neutral,35
11047,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,dislike,16-04-2021 11:22,negative,10
11048,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,like,07-05-2021 03:01,positive,50
11049,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,intrigued,14-04-2021 10:36,positive,45
11050,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,dislike,17-07-2020 06:40,negative,10
11051,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,super love,04-08-2020 08:43,positive,75
11052,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,peeking,08-07-2020 17:23,neutral,35
11053,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,dislike,26-10-2020 21:19,negative,10
11054,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,indifferent,19-12-2020 06:05,neutral,20
11055,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,worried,14-12-2020 21:25,negative,12
11056,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,love,23-02-2021 17:59,positive,65
11057,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,heart,14-11-2020 02:36,positive,60
11058,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,adore,28-11-2020 19:19,positive,72
11059,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,worried,25-11-2020 22:03,negative,12
11060,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,want,30-07-2020 09:50,positive,70
11061,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,disgust,13-11-2020 19:01,negative,0
11062,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,like,30-05-2021 15:25,positive,50
11063,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,super love,10-08-2020 05:57,positive,75
11064,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,heart,03-05-2021 15:41,positive,60
11065,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,intrigued,08-09-2020 06:25,positive,45
11066,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,cherish,24-12-2020 16:20,positive,70
11067,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,adore,05-07-2020 05:37,positive,72
11068,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,heart,30-12-2020 12:06,positive,60
11069,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,travel,indifferent,08-05-2021 01:01,neutral,20
11070,4d510edc-7c08-4524-a14d-f36f3b710020,fitness,like,14-02-2021 01:02,positive,50
11071,4d510edc-7c08-4524-a14d-f36f3b710020,fitness,want,11-11-2020 05:46,positive,70
11072,4d510edc-7c08-4524-a14d-f36f3b710020,fitness,disgust,16-01-2021 03:01,negative,0
11073,4d510edc-7c08-4524-a14d-f36f3b710020,fitness,disgust,22-02-2021 15:18,negative,0
11074,4d510edc-7c08-4524-a14d-f36f3b710020,fitness,worried,19-10-2020 14:15,negative,12
11075,4d510edc-7c08-4524-a14d-f36f3b710020,fitness,adore,30-08-2020 16:59,positive,72
11076,4d510edc-7c08-4524-a14d-f36f3b710020,fitness,interested,26-04-2021 18:05,positive,30
11077,4d510edc-7c08-4524-a14d-f36f3b710020,fitness,indifferent,08-09-2020 06:50,neutral,20
11078,4d510edc-7c08-4524-a14d-f36f3b710020,fitness,disgust,30-04-2021 05:49,negative,0
11079,4d510edc-7c08-4524-a14d-f36f3b710020,fitness,cherish,28-06-2020 02:06,positive,70
11080,4d510edc-7c08-4524-a14d-f36f3b710020,fitness,worried,03-12-2020 10:26,negative,12
11081,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,scared,31-07-2020 23:04,negative,15
11082,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,indifferent,05-08-2020 02:39,neutral,20
11083,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,hate,05-12-2020 21:04,negative,5
11084,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,dislike,16-12-2020 22:31,negative,10
11085,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,love,31-08-2020 01:17,positive,65
11086,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,indifferent,17-11-2020 08:26,neutral,20
11087,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,adore,08-06-2021 02:51,positive,72
11088,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,adore,02-06-2021 22:41,positive,72
11089,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,heart,24-03-2021 18:02,positive,60
11090,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,interested,26-05-2021 10:11,positive,30
11091,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,love,22-03-2021 10:48,positive,65
11092,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,love,24-09-2020 02:54,positive,65
11093,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,want,18-07-2020 22:51,positive,70
11094,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,intrigued,12-06-2021 02:46,positive,45
11095,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,dislike,21-07-2020 13:17,negative,10
11096,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,super love,18-01-2021 18:09,positive,75
11097,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,love,19-10-2020 10:41,positive,65
11098,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,indifferent,29-07-2020 19:21,neutral,20
11099,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,cherish,01-07-2020 11:11,positive,70
11100,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,heart,03-01-2021 06:26,positive,60
11101,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,worried,01-06-2021 14:18,negative,12
11102,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,intrigued,27-06-2020 21:26,positive,45
11103,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,heart,06-10-2020 20:58,positive,60
11104,4fd0ef9a-008d-4b61-9a78-4b0257281140,technology,love,09-05-2021 23:42,positive,65
11105,6796d3e9-ee98-47cb-b057-90cfaf6ebcbb,technology,heart,15-06-2021 19:39,positive,60
11106,6796d3e9-ee98-47cb-b057-90cfaf6ebcbb,technology,disgust,29-03-2021 12:56,negative,0
